648cabcd0925498e252da36279a85f2487bd6ead	2026-07-21	Add initial research and architecture direction for Arq
66b665b61f613ca994d599c7eb3c87405b51f7b3	2026-07-21	Add pain-point research, product plan, and design system direction
146be38a5257c884a68ee27ab93d5d3177004d9b	2026-07-21	Add ARQ master product plan v0.1 as the new source of truth
f5ffbaf1d166319c8329d387b439308dfaedd282	2026-07-21	Add repo governance scaffolding: LICENSE, NOTICE, SECURITY, CONTRIBUTING, ADR template
82c4c85a30aa177f042da4a66ca01465db99fad0	2026-07-21	Initialise monorepo workspace tooling (pnpm) and formatting/lint/CI config
cd6dee85684782b910678cc06aa5c2ccc132db13	2026-07-21	Integrate the ARQ all-in-one master build pack v2.0
7b90a2a288dd407d64c05551d6bdc957eebde402	2026-07-22	ARQ-004/005/009: refine research guide, synthesis template, device matrix
31278b4108aaea85b14500b29bdac2147771b48c	2026-07-22	ARQ-178/179/180: cross-check OpenAPI, DB schema, and TS contracts
97c27a22d43f4b6d7a10163d963258c3c2158d91	2026-07-22	ARQ-174/176/182/183/184/185/181/186/187/188: real triage, not rubber-stamp
41d9beadbece812ff182cd42f7b80fc2af4bd00b	2026-07-22	ARQ-175: replace one generic page template with 4 real category specs
bd83e21f4e905797efa87bf1f33f6028586f879d	2026-07-22	ARQ-177: build a real, verified component test harness
1c9f493ec8749e84813c1d29f04e74a95b1c545e	2026-07-22	Add ARQ-190: differentiate the 84 component docs per component
3ec41c4a2eeaf3ed0d76a8ba754d2849f0f0ac6c	2026-07-22	Implement coordinate systems and pan/zoom (ARQ-032, ARQ-033)
71fec774cb64d52d9044ed3c23f879b62afb0001	2026-07-22	Implement pointer and touch input abstractions (ARQ-035, ARQ-036)
b42f86b7d32bcf89e02be7306716774db8f11ef2	2026-07-22	Implement keyboard input abstraction (ARQ-037)
174978c4f6c7a9b00a7eb9a73c9a86e74ce84192	2026-07-22	Implement command lifecycle state machine (ARQ-038)
86960d2549f6a5427af2111b8c71f2a837b0d108	2026-07-22	Implement selection hit-test interface and point selection (ARQ-039, ARQ-040)
d4d0cc237343fc8fd74b92900ccce9c3474a7632	2026-07-22	Implement window and crossing selection (ARQ-041, ARQ-042)
503e2edae65d65167a9645d8423537f4da8b4ae8	2026-07-22	Implement candidate cycling (ARQ-043)
9cdb536d0a7336aa455db699c000981e4f879ba9	2026-07-22	Implement selection filters (ARQ-044)
06f0cb00dea502a6b4a615c30f2f98eb98ad3ee1	2026-07-22	Define snap result contract and implement endpoint snap (ARQ-045, ARQ-046)
513c1fe5f6473644ba409ff42976ea14cff4858e	2026-07-22	Implement midpoint, intersection, perpendicular, grid, and extension snap (ARQ-047 through ARQ-051)
76a0c639e89b91529ede6d4ee286c73810c77b1d	2026-07-22	Implement snap tie-break (ARQ-052)
be68b6f7609f7af724b03c9ff736a79d573338d9	2026-07-22	Add ARQ-191 (centre/nearest snap gap) and implement nearest snap
c414df265fb38b252e28adba171ca87317216c69	2026-07-22	Implement numeric overlay (ARQ-053)
6943aedb59dd157cffebf3b460a3c8640e19d2d8	2026-07-22	Support metric and imperial numeric input (ARQ-054, ARQ-055)
f9809b1c1426507bb211a18ef279fa7ecfc85971	2026-07-22	Implement undo command stack and redo (ARQ-056, ARQ-057)
8361fb29b2a1cbd2aa7fe97c2db2f33bb22ea496	2026-07-22	Record ADR-0004/ARQ-058's unit decision as an open decision (D-014)
e9bfe281af57bd34c6b5c8918ca25d2affe8b25f	2026-07-22	Define typed unit library and ID types (ARQ-059, ARQ-060)
4dbcbec762dec298e7fcf60c9d7f39036d1d3a5a	2026-07-22	Define project schema v0 (ARQ-061)
400513dc5f0463bc69706d5f2878637964249055	2026-07-22	Define level schema (ARQ-062)
a3732345960769d275fe79892e0f7e28d6e92ff7	2026-07-22	Define element base schema and type/instance property states (ARQ-063, ARQ-064)
b64e14e75183ed8dec26bdd38a4ea4013ac13ec0	2026-07-22	Define operation and validation contracts; implement create/update operations (ARQ-065 through ARQ-068)
694690bd08ee38e123f745431d39844f56c8d82d	2026-07-22	Add property-based inverse operation tests (ARQ-069, ARQ-070)
b254fea576829a2eb930412d1bccf050caddeb0a	2026-07-22	Add Dexie project database (ARQ-071)
a9a15822fc0701e0f0fdd056dcc568f9b53826bc	2026-07-22	Implement local journal recovery and snapshot policy (ARQ-072)
74461380917348459cb015701240e774d7fb1faf	2026-07-22	Implement snapshots and quota handling (ARQ-073, ARQ-074)
42808abbc450d8e402629cad6205afe240723a8d	2026-07-22	Implement abnormal-exit recovery (ARQ-075)
408b6578019b4619e97f5c0031690a06e5a2bd65	2026-07-22	Implement the .arq project format v0 (ARQ-076 through ARQ-080)
7fb322b444ab5ea18fb6c2ff14596baeb22701a5	2026-07-22	Implement tolerance policy, vector primitives, and consolidate segment geometry (ARQ-081 through ARQ-084)
bca3ad2bb49d55a56e2f692c6d411e3f18d164e6	2026-07-22	Implement polygon area and winding (ARQ-085)
ec24bf73bcd176264360298ab36d7dc7e8ec1792	2026-07-22	Spike the four candidate geometry libraries (ARQ-086 through ARQ-089)
081f0c5437510b806e2dc133a12e2ec968bbd5c9	2026-07-22	Build geometry adversarial fixtures (ARQ-090)
53fde3cee3ecd9435c13df348c79e52fc654d40a	2026-07-22	Define wall type, wall instance, and implement wall outline (ARQ-091, ARQ-092, ARQ-093)
28378323b5cbcd394df3a639f5f62268d8f859bc	2026-07-22	Implement wall drawing tool (ARQ-094)
d52cff6932273baa0a9c973c997c1b5f1a661300	2026-07-22	Implement butt, mitre, T, and cross wall joins (ARQ-095 through ARQ-098)
819709941535a1bc33c019cb6d74757cba09bf1d	2026-07-22	Implement trim, extend, and split wall (ARQ-099, ARQ-100, ARQ-101)
131733f3c17ca3e5f5ba7ac4416ea20fffe740b5	2026-07-22	Implement offset wall (ARQ-102)
97bc42a0ece55620d1e3dd082856bbb0aa60aab2	2026-07-22	Define hosted opening (ARQ-103)
35adfdd53f81d8538cd17b55e2ef44a9374e84f9	2026-07-22	Define door type and instance (ARQ-104)
6bb7762265d5e31c2633f6729bd3b952e30dfaa2	2026-07-22	Implement door placement (ARQ-105)
843dfefcdb42097e7de9638b87935aa3f5a42e60	2026-07-22	Implement door flip controls (ARQ-106)
319a793646e2e7fd0917ecc522961f5e0159335b	2026-07-22	Define window type and instance (ARQ-107)
f91a0bc2b200bed021ab1171a9793f0c1b6ac970	2026-07-22	Implement window placement (ARQ-108)
33ca811f724be516dc5c3c7b9bc55af59e2dc61f	2026-07-22	Implement opening overlap validation (ARQ-109)
a7f4d2198d02a24be897fb0571abcf76f2bdd449	2026-07-22	Define room schema (ARQ-110)
5af16861fa064af62bbcd152f0bc30bec968d423	2026-07-22	Implement room boundary graph (ARQ-111)
0223e58773963665a1989e5089138b20a04b24fb	2026-07-22	Implement room placement (ARQ-112)
43d054f03dcb6638120b2d08f251debb8dacc51c	2026-07-22	Add final ARQ brand assets and wire them into the prototype (#222)
d55675eafb77726e601bbcabc3fcd3b191243411	2026-07-22	Implement zoom to room gap (ARQ-113)
f37a1ba37f988dc41c27d99aefcd5514990ff00b	2026-07-22	Implement room area (ARQ-114)
af13aae5c235383290bea53b2bfcf4c984e3a08f	2026-07-22	Benchmark Canvas 2D (ARQ-115)
46deb0a5f4a98ff0afcce80632173c1f0b6fd9b2	2026-07-22	Benchmark PixiJS WebGL (ARQ-116)
e4e266993fc880bf8d83da5d97ac989bd26dc2f7	2026-07-22	Evaluate CanvasKit fallback (ARQ-117)
3f3c9f7b4f0321a7c910ae5362677a7da268d1d1	2026-07-22	Select 2D renderer through ADR (ARQ-118)
fd094aff0c42df14a960be118624cfdc74e83858	2026-07-22	Implement plan scene abstraction (ARQ-119)
aaf2fafaa46887e2acff7ffea3166fe5f9e9e7af	2026-07-22	Implement stable line weights (ARQ-120)
fa7d2c624df49dbbfb75851a6640a8237c4d9493	2026-07-22	Implement selection rendering (ARQ-121)
f683384f7d075d3ded60c6ba65d59d81a83b0d58	2026-07-22	Implement snap glyph rendering (ARQ-122)
003a33a08eb9d5e10fca14998cc46bffbe08e3f0	2026-07-22	Add Three.js WebGL scene (ARQ-123)
0287566c5f736bd594001ae111a5035343ca1c28	2026-07-22	Generate wall meshes (ARQ-124)
9cb55c03bedd70cdef646e8420039a1e752e9704	2026-07-22	File incoming v2.0 blueprint/v4.0 UX critique as reference material
bd593b137f5d5efa2cdfaff51d6522fe208c5da9	2026-07-22	Generate opening meshes (ARQ-125)
1fad4e06fecacde2c2797f2cdb79e005dffc7366	2026-07-22	Implement orthographic camera (ARQ-126)
06b1ab4cbad82caac6015073d37b4e345568a35f	2026-07-22	Implement orbit and fit (ARQ-127)
00df84440b5d3f04b03639da793f1c3d84da18be	2026-07-22	Implement 2D and 3D shared selection (ARQ-128)
197728573b7c59b50ee45b7a4fc8f806f7f47109	2026-07-22	Implement hide and isolate (ARQ-129)
43b8ef1391fcb10346b7799ea63288afecfa984a	2026-07-22	Build identity property group (ARQ-130)
5d11f46686bbea0ba302dee4a82ba0411b4c6af5	2026-07-22	Build geometry property group (ARQ-131)
dcb5338f770a576b90327d5051220b34da06cde1	2026-07-22	Build type and instance property group (ARQ-132)
515e83e93a00c23295b871712a710961418317fe	2026-07-22	Build relationships property group (ARQ-133)
b13c8b785703c72fdcff6fd7f7b0ee05724a6865	2026-07-22	Build warnings property group (ARQ-134)
d9a3e06cadeda46305e493506061ef608e4de857	2026-07-22	Build history property group (ARQ-135)
40762de916632ac688c91fa76b25e9b3bc4305cd	2026-07-22	Define dimension reference model (ARQ-136)
0c3e19ca8f9c4d0f52a01fe739de3310040a4dbb	2026-07-22	Implement linear dimension (ARQ-137)
62c35a58fe074b993e28a3ffafe837e7efd0fbfb	2026-07-22	Implement room label (ARQ-138)
0c35b8309fe3845b9f2e06f312d91982fec45c07	2026-07-22	Define circular snap candidate and implement centre snap (ARQ-192, ARQ-191)
7e35ce530fc0677917b220be771cbcae4d16c8db	2026-07-22	Implement text note (ARQ-139)
60f51f82ba5da057333c65b00b04773edcb4cb0c	2026-07-22	Complete filed page-renderings-2.0 set; document v4.0 CORE pack review
5517a71b107aa9348032a66decf5cfddaf2f0d1d	2026-07-22	Install and enforce Zeus 4.0 prompt operating system
4971c46a8526309e0e4ea7a0a36b5e861a514478	2026-07-23	Extend backlog to 242 items and adopt v4.0 CORE reference material
99d2df65ff27d288e3f56cb249d6e13283251340	2026-07-23	Define sheet schema (ARQ-140)
fbe971ebb6a728d7233c54803699d7c73abcee0e	2026-07-23	Build one plan viewport (ARQ-141)
4fc965ccbda84883017ad38dd46e1d57eecda7d5	2026-07-23	Prototype pdf-lib vector export (ARQ-142)
95df6fa6849e240b2c4a365ba76d52751a832d4a	2026-07-23	Implement font embedding tests (ARQ-143)
ff75c6758a904e0927d4aec6087f80d6433abcf2	2026-07-23	Implement scale validation (ARQ-144)
286ae6df3788a752028d2ba773d231d9dfa71622	2026-07-23	Add export metadata (ARQ-145)
65d37a79d58f2f33e898be4d97ce74cc0219a8fa	2026-07-23	Implement corrupt cache recovery (ARQ-146)
cde74579c0989506255f535b9d27ac624a495638	2026-07-23	Make Zeus echo the real per-prompt contract, not a generic reminder
c9f4aff98d8362cd60d80196c03636a0be6a2010	2026-07-23	Implement safe mode (ARQ-147)
27b4829f0de90c6068cd6fde1443e1bb2696cf3c	2026-07-23	Define benchmark hardware (ARQ-148)
0c9aa18446adad51997698ea4b50464b57a781b5	2026-07-23	Add selection benchmark (ARQ-149)
d7e5b1d909bed4980ee375cd042452ce65f1a67d	2026-07-23	Add room rebuild benchmark (ARQ-150)
64571bbd54ea54af618a3b731ff2a7593981e165	2026-07-23	Add render frame benchmark (ARQ-151)
02b639b861b5ee124c3e6ac4cf79faaa8fe671d9	2026-07-23	Merge remote-tracking branch 'origin/claude/arq-cad-platform-research-ba8rav' into claude/zeus-system-overview-u0cx9t
86cee294396cd06c76c8ca0ab7af362e089dc56a	2026-07-23	Full audit pass: restore missing editor-input module, fix role/doc drift
c97d9c2a0c3f22bd3d2b6d33232b599632758def	2026-07-23	Complete keyboard-only workflow (ARQ-152)
fb95229e3612cfffae9da42b246f8e26daa6743e	2026-07-23	Add VoiceOver labels (ARQ-153)
57b941c7ae48f920592d6280dfa1e87b5219a94b	2026-07-23	Test 200 percent zoom (ARQ-154)
b6e03b084d51fd8cfb3423e5b4988f8e0d38d488	2026-07-23	Create threat model (ARQ-155)
c97589d83aff38ca336799ce764f92b9a2ea9a74	2026-07-23	Fuzz arq archive (ARQ-156)
